"Family","Genus","Species","CTmax","CTmin","Lat_max","Long_max","Lat_min","Long_min","CTmax_Tmax","CTmax_Tmin","CTmax_Tmean","CTmax_STR","CTmin_Tmax","CTmin_Tmin","CTmin_Tmean","CTmin_STR","Group","CTrange","Chelsa_STmax","Chelsa_STmin","Chelsa_STR","Temp_block"
"Iguanidae","Phymaturus","patagonicus",39.9,9.8,-41.13,-70.67,-41.13,-70.67,22.27,-3.33,7.72,25.6,22.27,-3.33,7.72,25.6,"Reptile",30.1,8,4.64,3.36,"Block_18"
"Iguanidae","Sceloporus","graciosus",43,9.1,44.73,-110.7,44.73,-110.7,24.29,-15.32,1.58,39.61,24.29,-15.32,1.58,39.61,"Reptile",33.9,22.87,-12.5266666666667,35.3966666666667,"Block_1"
"Iguanidae","Phrynosoma","cornutum",47.9,9.5,32.28,-106.75,32.28,-106.75,34.71,-2.16,16.39,36.87,34.71,-2.16,16.39,36.87,"Reptile",38.4,35.1966666666667,1.59666666666667,33.6,"Block_1"
"Iguanidae","Phrynosoma","douglassii",43.5,2.7,33.6,-105.22,33.6,-105.22,31.07,-4.99,12.83,36.06,31.07,-4.99,12.83,36.06,"Reptile",40.8,26.7566666666667,-3.55333333333334,30.31,"Block_1"
"Iguanidae","Anolis","cupreus",38.4,11.8,10.63,-85.43,10.63,-85.43,30.27,21.34,26.22,8.94,30.27,21.34,26.22,8.94,"Reptile",26.6,29.8533333333333,22.33,7.5233333333333,"Block_1"
"Iguanidae","Anolis","humilis",35.6,12.4,10.42,-84.02,10.42,-84.02,26.85,18.17,23,8.68,26.85,18.17,23,8.68,"Reptile",23.2,27.92,20.4633333333333,7.4566666666667,"Block_1"
"Iguanidae","Anolis","intermedius",38.4,11.1,10.3,-84.82,10.3,-84.82,28.76,20.78,25.27,7.98,28.76,20.78,25.27,7.98,"Reptile",27.3,22.7866666666667,14.98,7.8066666666667,"Block_1"
"Iguanidae","Anolis","lemurinus",37.3,12.9,10.42,-84.02,10.42,-84.02,26.85,18.17,23,8.68,26.85,18.17,23,8.68,"Reptile",24.4,27.92,20.4633333333333,7.4566666666667,"Block_1"
"Iguanidae","Anolis","limifrons",36.8,12.3,10.42,-84.02,10.42,-84.02,26.85,18.17,23,8.68,26.85,18.17,23,8.68,"Reptile",24.5,27.92,20.4633333333333,7.4566666666667,"Block_1"
"Iguanidae","Anolis","lionotus",36.7,14.7,10.42,-84.02,10.42,-84.02,26.85,18.17,23,8.68,26.85,18.17,23,8.68,"Reptile",22,27.92,20.4633333333333,7.4566666666667,"Block_1"
"Iguanidae","Anolis","tropidolepis",33.1,9.5,10.3,-84.82,10.3,-84.82,28.76,20.78,25.27,7.98,28.76,20.78,25.27,7.98,"Reptile",23.6,22.7866666666667,14.98,7.8066666666667,"Block_1"
"Iguanidae","Anolis","carolinensis",41.7,4.7,31.32,-91.53,31.32,-91.53,33.52,4.52,19.79,29,33.52,4.52,19.79,29,"Reptile",37,33.15,6.33333333333333,26.8166666666667,"Block_1"
"Iguanidae","Sceloporus","malachiticus",42.8,9.7,10.3,-84.1,10.3,-84.1,26.85,18.17,23,8.68,26.85,18.17,23,8.68,"Reptile",33.1,24.0266666666667,16.4566666666667,7.57,"Block_1"
"Iguanidae","Sceloporus","occidentalis",44.1,4.8,33.96,-116.24,33.96,-116.24,37.95,3.67,19.65,34.28,37.95,3.67,19.65,34.28,"Reptile",39.3,33.6133333333333,1.09,32.5233333333333,"Block_1"
"Iguanidae","Sceloporus","variabilis",43.1,10.2,10.5,-85.3,10.5,-85.3,30.27,21.34,26.22,8.94,30.27,21.34,26.22,8.94,"Reptile",32.9,29.8433333333333,22.6633333333333,7.18,"Block_1"
"Iguanidae","Uta","stansburiana",43.7,7.8,40.56,-105.59,40.56,-105.59,23.6,-14.67,1.9,38.27,23.6,-14.67,1.9,38.27,"Reptile",35.9,21.2233333333333,-13.1866666666667,34.41,"Block_1"
"Lacertidae","Zootoca","vivipara",43.9,1.9,49.88,17.2,49.88,17.2,24.27,-4.65,8.34,28.91,24.27,-4.65,8.34,28.91,"Reptile",42,21.82,-5.57333333333333,27.3933333333333,"Block_10"
"Lacertidae","Eremias","multiocellata",41.1,9,41.45,106.98,41.45,106.98,27.19,-18.76,4.91,45.95,27.19,-18.76,4.91,45.95,"Reptile",32.1,26.5766666666667,-17.2566666666667,43.8333333333334,"Block_16"
"Lacertidae","Eremias","argus",44.9,1,35.59,112.25,35.59,112.25,28.33,-8.39,11.13,36.72,28.33,-8.39,11.13,36.72,"Reptile",43.9,28.2033333333333,-6.56333333333333,34.7666666666666,"Block_16"
"Lacertidae","Eremias","brenchleyi",43.6,3.4,33.6,117.02,33.6,117.02,31.89,-2.09,15.91,33.98,31.89,-2.09,15.91,33.98,"Reptile",40.2,31.6633333333333,-3.11,34.7733333333333,"Block_16"
"Lacertidae","Takydromus","septentrionalis",45,4.9,30.72,122.45,30.72,122.45,29.95,2.59,16.6,27.36,29.95,2.59,16.6,27.36,"Reptile",40.1,26.33,5.95333333333333,20.3766666666667,"Block_16"
"Lacertidae","Takydromus","sexlineatus",42.2,6.4,24.8,113.58,24.8,113.58,32.87,6.54,20.44,26.34,32.87,6.54,20.44,26.34,"Reptile",35.8,32.3533333333333,6.11666666666667,26.2366666666666,"Block_16"
"Phyllodactylidae","Tarentola","boettgeri",42.1,7.1,28,-15.5,28,-15.5,26.73,13.94,20.28,12.79,26.73,13.94,20.28,12.79,"Reptile",35,NA,NA,NA,NA
"Scincidae","Ctenotus","regius",45.1,8.7,-34.18,139.98,-34.18,139.98,32.53,5.51,17.19,27.02,32.53,5.51,17.19,27.02,"Reptile",36.4,17.3533333333333,15.3666666666667,1.9866666666666,"Block_26"
"Scincidae","Ctenotus","taeniolatus",44.7,11.4,-30.52,151.65,-30.52,151.65,27.95,1.46,14.57,26.49,27.95,1.46,14.57,26.49,"Reptile",33.3,14.5066666666667,11.26,3.2466666666667,"Block_26"
"Scincidae","Ctenotus","uber",45.5,9.1,-34.57,139.58,-34.57,139.58,31.43,5.37,16.48,26.06,31.43,5.37,16.48,26.06,"Reptile",36.4,16.5733333333333,15.18,1.3933333333333,"Block_26"
"Scincidae","Egernia","striolata",44.2,6.1,-34.57,139.58,-34.57,139.58,31.43,5.37,16.48,26.06,31.43,5.37,16.48,26.06,"Reptile",38.1,16.5733333333333,15.18,1.3933333333333,"Block_26"
"Scincidae","Eremiascincus","fasciolatus",41.2,9,-27.75,140.73,-27.75,140.73,38.95,6.88,23.02,32.07,38.95,6.88,23.02,32.07,"Reptile",32.2,25.61,19.29,6.32,"Block_26"
"Scincidae","Eremiascincus","richardsoni",42,7.3,-34.57,139.58,-34.57,139.58,31.43,5.37,16.48,26.06,31.43,5.37,16.48,26.06,"Reptile",34.7,16.5733333333333,15.18,1.3933333333333,"Block_26"
"Scincidae","Tiliqua","rugosa",43,3.5,-30,150,-30,150,34.01,1.57,18.32,32.44,34.01,1.57,18.32,32.44,"Reptile",39.5,20.0566666666667,15.8033333333333,4.2533333333334,"Block_26"
"Scincidae","Plestiodon","elegans",41.9,9.3,30.27,120.15,30.27,120.15,33.51,1.68,17.47,31.83,33.51,1.68,17.47,31.83,"Reptile",32.6,33.4066666666667,0.576666666666665,32.83,"Block_16"
"Scincidae","Hemiergis","peroni",38.6,9.6,-34.15,138.42,-34.15,138.42,30.97,6.51,17.15,24.46,30.97,6.51,17.15,24.46,"Reptile",29,17.7566666666667,14.63,3.1266666666667,"Block_26"
"Scincidae","Sphenomorphus","taiwanensis",37.4,5.9,24.17,121.3,24.17,121.3,20.87,3.96,12.98,16.91,20.87,3.96,12.98,16.91,"Reptile",31.5,19.4866666666667,1.60666666666667,17.88,"Block_16"
"Scincidae","Plestiodon","chinensis",42.3,6.3,30.21,120.1,30.21,120.1,33.51,1.68,17.47,31.83,33.51,1.68,17.47,31.83,"Reptile",36,32.9333333333333,0.320000000000002,32.6133333333333,"Block_16"
"Scincidae","Bassiana","duperreyi",43.5,3,-35.4,148.73,-35.4,148.73,28.34,0.07,12.58,28.27,28.34,0.07,12.58,28.27,"Reptile",40.5,14.5166666666667,9.50333333333334,5.01333333333336,"Block_26"
"Scincidae","Egernia","cunninghami",41.9,4.7,-33.88,151.2,-33.88,151.2,27.97,6.79,17.98,21.18,27.97,6.79,17.98,21.18,"Reptile",37.2,20.4666666666667,16.0233333333333,4.4433333333334,"Block_26"
"Scincidae","Egernia","inornata",41.6,9.8,-28.13,123.92,-28.13,123.92,36.77,5.11,20.78,31.67,36.77,5.11,20.78,31.67,"Reptile",31.8,21.33,18.6933333333333,2.6366666666667,"Block_26"
"Scincidae","Egernia","saxatilis",41.8,4.5,-37.33,148.01,-37.33,148.01,25.38,2.3,12.79,23.08,25.38,2.3,12.79,23.08,"Reptile",37.3,13.0233333333333,10.9466666666667,2.0766666666666,"Block_26"
"Scincidae","Egernia","whitii",41.2,4,-36.4,148.41,-36.4,148.41,25,-0.8,10.44,25.8,25,-0.8,10.44,25.8,"Reptile",37.2,7.92,2.38666666666667,5.53333333333333,"Block_26"
"Scincidae","Eulamprus","heatwolei",39.5,5.3,-34.05,149.83,-34.05,149.83,28.09,1.08,13.47,27.01,28.09,1.08,13.47,27.01,"Reptile",34.2,11.78,7.45,4.33,"Block_26"
"Scincidae","Eulamprus","kosciuskoi",40.2,2.5,-36.4,148.41,-36.4,148.41,25,-0.8,10.44,25.8,25,-0.8,10.44,25.8,"Reptile",37.7,7.92,2.38666666666667,5.53333333333333,"Block_26"
"Scincidae","Hemiergis","decresiensis",39.3,6.8,-35.87,147.85,-35.87,147.85,30.61,1.53,14.1,29.08,30.61,1.53,14.1,29.08,"Reptile",32.5,13.87,9.48333333333333,4.38666666666667,"Block_26"
"Scincidae","Lampropholis","delicata",40.8,4.7,-33.37,151.26,-33.37,151.26,29.02,4.86,17.43,24.15,29.02,4.86,17.43,24.15,"Reptile",36.1,18.9833333333333,15.43,3.5533333333333,"Block_26"
"Scincidae","Lampropholis","guichenoti",41.3,2.5,-33.73,151.13,-33.73,151.13,27.97,6.79,17.98,21.18,27.97,6.79,17.98,21.18,"Reptile",38.8,19.24,15.4666666666667,3.7733333333333,"Block_26"
"Scincidae","Nannoscincus","maccoyi",37,4,-37.81,145.23,-37.81,145.23,26.47,5.49,14.61,20.97,26.47,5.49,14.61,20.97,"Reptile",33,14.46,12.2433333333333,2.2166666666667,"Block_26"
"Scincidae","Niveoscincus","metallicus",39.6,2.7,-41.82,147.37,-41.82,147.37,23.14,2.51,11.6,20.64,23.14,2.51,11.6,20.64,"Reptile",36.9,11.5466666666667,10.3033333333333,1.2433333333334,"Block_26"
"Scincidae","Niveoscincus","ocellatus",40.1,3,-42.58,147.87,-42.58,147.87,21.85,3.57,12.15,18.28,21.85,3.57,12.15,18.28,"Reptile",37.1,13.0433333333333,11.0233333333333,2.02,"Block_26"
"Scincidae","Pseudemoia","entrecasteauxii",42.1,2.5,-36.4,148.41,-36.4,148.41,25,-0.8,10.44,25.8,25,-0.8,10.44,25.8,"Reptile",39.6,7.92,2.38666666666667,5.53333333333333,"Block_26"
"Scincidae","Pseudemoia","spenceri",42.3,2.3,-37.8,146.3,-37.8,146.3,24.41,2.77,11.86,21.64,24.41,2.77,11.86,21.64,"Reptile",40,8.38,4.68333333333333,3.69666666666667,"Block_26"
"Scincidae","Saproscincus","mustelina",37.7,6.2,-36.8,147.6,-36.8,147.6,25.6,-0.02,10.97,25.62,25.6,-0.02,10.97,25.62,"Reptile",31.5,12.92,6.99,5.93,"Block_26"
"Scincidae","Tiliqua","nigrolutea",42.5,5.2,-38.6,145.7,-38.6,145.7,24.13,6.41,14.33,17.72,24.13,6.41,14.33,17.72,"Reptile",37.3,16.02,12.3066666666667,3.7133333333333,"Block_26"
"Scincidae","Eulamprus","quoyii",39.8,6,-30.51,151.67,-30.51,151.67,27.95,1.46,14.57,26.49,27.95,1.46,14.57,26.49,"Reptile",33.8,14.8066666666667,11.5533333333333,3.2533333333334,"Block_26"
"Scincidae","Eulamprus","tympanum",39,2.5,-37.4,145.2,-37.4,145.2,27.76,3.84,14.06,23.92,27.76,3.84,14.06,23.92,"Reptile",36.5,11.59,8.44666666666667,3.14333333333333,"Block_26"
"Scincidae","Sphenomorphus","indicus",37.6,3.1,30.27,120.15,30.27,120.15,33.51,1.68,17.47,31.83,33.51,1.68,17.47,31.83,"Reptile",34.5,33.4066666666667,0.576666666666665,32.83,"Block_16"
"Scincidae","Plestiodon","gilberti",42.3,7.7,38.42,-120.82,38.42,-120.82,34.23,1.91,15.2,32.32,34.23,1.91,15.2,32.32,"Reptile",34.6,32.42,3.84,28.58,"Block_1"
"Sphaerodactylidae","Sphaerodactylus","gaigeae",38.2,12.5,18.04,-65.89,18.04,-65.89,30.29,20.32,25.62,9.97,30.29,20.32,25.62,9.97,"Reptile",25.7,27.6966666666667,22.3133333333333,5.3833333333334,"Block_1"
"Sphaerodactylidae","Sphaerodactylus","klauberi",36.3,10.4,18.37,-65.72,18.37,-65.72,30.29,20.32,25.62,9.97,30.29,20.32,25.62,9.97,"Reptile",25.9,28.8833333333333,23.27,5.6133333333333,"Block_1"
"Sphaerodactylidae","Sphaerodactylus","macrolepis",39.4,11.3,18.38,-67.19,18.38,-67.19,30.35,20.41,25.57,9.94,30.35,20.41,25.57,9.94,"Reptile",28.1,29.5666666666667,23.7566666666667,5.81,"Block_1"
"Sphaerodactylidae","Sphaerodactylus","nicholsi",39.5,11.4,17.97,-66.91,17.97,-66.91,31.02,21.14,26.35,9.88,31.02,21.14,26.35,9.88,"Reptile",28.1,30.2933333333333,23.22,7.0733333333333,"Block_1"
"Sphaerodactylidae","Sphaerodactylus","roosevelti",39.3,10.5,17.97,-66.91,17.97,-66.91,31.02,21.14,26.35,9.88,31.02,21.14,26.35,9.88,"Reptile",28.8,30.2933333333333,23.22,7.0733333333333,"Block_1"
"Sphaerodactylidae","Sphaerodactylus","townsendi",42.1,11.4,18.33,-65.65,18.33,-65.65,30.29,20.32,25.62,9.97,30.29,20.32,25.62,9.97,"Reptile",30.7,28.5433333333333,23.6766666666667,4.8666666666666,"Block_1"
"Teiidae","Ameiva","festiva",43.7,15.5,10.5,-84,10.5,-84,30.74,22.96,26.97,7.78,30.74,22.96,26.97,7.78,"Reptile",28.2,28.2766666666667,20.8333333333333,7.4433333333334,"Block_1"
"Teiidae","Cnemidophorus","tigris",45.1,10.5,43,-116.2,43,-116.2,33.91,-4.58,10.87,38.49,33.91,-4.58,10.87,38.49,"Reptile",34.6,36.13,-2.28666666666667,38.4166666666667,"Block_1"
"Varanidae","Varanus","varius",43.7,5,-33.42,151.26,-33.42,151.26,29.02,4.86,17.43,24.15,29.02,4.86,17.43,24.15,"Reptile",38.7,19.1866666666667,15.43,3.7566666666667,"Block_26"
"Viperidae","Protobothrops","mucrosquamatus",38.2,5.3,23.83,121.03,23.83,121.03,24.28,7.54,16.57,16.74,24.28,7.54,16.57,16.74,"Reptile",32.9,27.99,11.4233333333333,16.5666666666667,"Block_16"
"Viperidae","Trimeresurus","gracilis",37.7,4.7,23.53,120.8,23.53,120.8,28.4,10.7,20.27,17.7,28.4,10.7,20.27,17.7,"Reptile",33,19.52,3.14,16.38,"Block_16"
"Viperidae","Trimeresurus","stejnegeri",38,6.4,23.97,120.95,23.97,120.95,28.4,10.7,20.27,17.7,28.4,10.7,20.27,17.7,"Reptile",31.6,29.4733333333333,12.7866666666667,16.6866666666666,"Block_16"
"Viperidae","Agkistrodon","contortrix",40.6,6.9,35.33,-90.07,35.33,-90.07,33.21,0.43,16.97,32.78,33.21,0.43,16.97,32.78,"Reptile",33.7,32.16,1.19,30.97,"Block_1"
"Xantusiidae","Xantusia","vigilis",40.5,4.5,34.54,-117.29,34.54,-117.29,38,1.35,17.63,36.65,38,1.35,17.63,36.65,"Reptile",36,36.31,3.73333333333333,32.5766666666667,"Block_1"
"Xantusiidae","Xantusia","riversiana",39,6.6,33.01,-118.56,33.01,-118.56,27.5,6.97,16.8,20.53,27.5,6.97,16.8,20.53,"Reptile",32.4,18.6166666666667,13.7566666666667,4.86,"Block_1"
"Xantusiidae","Lepidophyma","flavimaculatum",38,11.3,10.45,-84.02,10.45,-84.02,26.85,18.17,23,8.68,26.85,18.17,23,8.68,"Reptile",26.7,28.2033333333333,20.7533333333333,7.45,"Block_1"
